season,episode_code,episode_title,overall_episode,song,artist,note,source_url,source_api_url
8,8x04,Bitten,153,Barricades,The Outdoors,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x05,Blood Brother,154,"In the Hall of the Mountain King, Peer Gynt, Suite No. 1, Op. 46",Edvarg Grieg,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x06,Southern Comfort,155,Fell on Black Days,Soundgarden,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x06,Southern Comfort,155,Jump,Kris Kross,Garth's ringtone,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x06,Southern Comfort,155,Wild Wild West,Kool Moe Dee,Garth's ringtone,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x06,Southern Comfort,155,U Can't Touch This,M.C. Hammer,Garth's ringtone,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x07,A Little Slice of Kevin,156,We Gotta Get Out of This Place,The Animals,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x08,Hunteri Heroici,157,Ode to Joy from Symphony No. 9,Ludwig van Beethoven,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x09,Citizen Fang,158,Born on the Bayou,Creedence Clearwater Revival,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x09,Citizen Fang,158,Feel Alright,Steve Earle,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x09,Citizen Fang,158,That Old Familiar Pain,Marlin James,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x10,Torn and Frayed,159,Katmandu,Bob Seger,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x11,LARP and the Real Girl,160,China Grove,The Doobie Brothers,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x12,As Time Goes By,161,The Future Is Strange,Watt Son,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x12,As Time Goes By,161,Surf's Up America,Bodega Girls feat. Anthony Rossomando,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x12,As Time Goes By,161,As Time Goes By,Dooley Wilson,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x13,Everybody Hates Hitler,162,Love High,Dude Royal,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x13,Everybody Hates Hitler,162,Get Thee Behind Me Satan,Ella Fitzgerald,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x13,Everybody Hates Hitler,162,On The Sunny Side of The Street,Frankie Laine,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x14,Trial and Error,163,Clair de Lune,Laurens Goedhart,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x14,Trial and Error,163,I Touch Myself,Divinyls,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x15,Man's Best Friend With Benefits,164,Puerto de la Cruz,Tony Osborne and His Orchestra,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x17,Goodbye Stranger,166,Goodbye Stranger,Supertramp,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x18,Freaks and Geeks,167,I'll Surely Die,The Rubens,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x20,Pac-Man Fever,169,Night Hop,Benny Carter and His Orchestra,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x20,Pac-Man Fever,169,Walking on Sunshine,Katrina and The Waves,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x20,Pac-Man Fever,169,"Nocturne in E Flat Major, Op. 9, No. 2",Frédéric Chopin,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x21,The Great Escapist,170,Spanish Flea,Herb Alpert & The Tijuana Brass,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,Carry On Wayward Son,Kansas,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,The Rat Pack,Christopher Lennertz,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,Changes,Mark Sheppard,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,"Baby Got Back"" - Sir Mix-A",Lot,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,Your Other Man,Josey James & Waylon Jefferson James,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,I'm So Blue,Katie Thompson,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
8,8x23,Sacrifice,172,Nice To Be With You,Gallery,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x01,I Think I'm Gonna Like It Here,173,Who Do You Love?,George Thorogood and the Destroyers,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x01,I Think I'm Gonna Like It Here,173,Spanish Serenade,Juan Vicente Zambrano,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x02,Devil May Care,174,Rockin' Down the Highway,The Doobie Brothers,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x03,I'm No Angel,175,Chapel Organ No. 2,Charles H. Parry,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x03,I'm No Angel,175,Arise My Soul A,Blaire Reinhard,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x04,Slumber Party,176,Over The Rainbow,Mark Sheppard,whistled,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x04,Slumber Party,176,For Those About to Rock,AC/DC,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x05,Dog Dean Afternoon,177,I Want to Know What Love Is,Foreigner,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x06,Heaven Can't Wait,178,Believe It or Not,Misha Collins,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x07,Bad Boys,179,"Ave Maria, Ellens Gesang III, D. 839, Op. 52: No. 6",Franz Schubert,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x07,Bad Boys,179,Stone in Love,Journey,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x09,Holy Terror,181,This Little Light of Mine,"Crystal Barron, Natalie Taylor, Wendy Hinkle, S. J. Hasman and Laura Dickinson",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x09,Holy Terror,181,Bad Luck,Social Distortion,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x09,Holy Terror,181,Wrong Path,Jonny Redmond,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x09,Holy Terror,181,Tears In My Beer,"Lionel Wendling, Christian Séguret & Olivier Andres",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x10,Road Trip,182,The Famous Final Scene,Bob Seger,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x10,Road Trip,182,The Royal Scene,Dude Royal,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x10,Road Trip,182,Hobo Blues,The Rob Donnelly Band,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x11,First Born,183,Just Another Night,Ian Hunter,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x12,Sharp Teeth,184,Bringing in the Sheaves,Knowles Shaw,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x13,The Purge,185,Up Where We Belong,Joe Cocker and Jennifer Warnes,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x14,Captives,186,Lonely is the Night,Billy Squier,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x15,Thinman,187,This House Is a Hotel,The Wind and The Wave,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x15,Thinman,187,Ghostfacers! Theme Song,Christopher Lennertz and Ben Edlund,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x15,Thinman,187,"Gwine to Run All Night, or De Camptown Races",Nicholas Carella,hummed,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x16,Blade Runners,188,Medley (Ilsa Returns/As Time Goes By background score),Max Steiner,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x16,Blade Runners,188,Heroin,The Velvet Underground,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x16,Blade Runners,188,"Two Part Invention No. 1 in C Major, BWV 772",Johann Sebastian Bach,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x17,Mother's Little Helper,189,It's Not Too Late,The Bughouse 5,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x17,Mother's Little Helper,189,"Love, Dance and Sing",The Pretty Things,"as ""The Electric Banana""",https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x17,Mother's Little Helper,189,Plastic Princess,David Benjamin Tomlinson and Gary Jones,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x17,Mother's Little Helper,189,You're No Good,Linda Ronstadt,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x17,Mother's Little Helper,189,Grey Skies,The Pretty Things,"as ""The Electric Banana""",https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x18,Meta Fiction,190,"Fanfare-Rondeau"" - Jean",Joseph Mouret,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x18,Meta Fiction,190,Escort Service,David Mann and Emanuel Kallins,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x18,Meta Fiction,190,The Sun Ain't Gonna Shine (Anymore),Frankie Valli,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x19,Alex Annie Alexis Ann,191,If You Wanna Get To Heaven,The Ozark Mountain Daredevils,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x20,Bloodlines,192,Somehow,Caught a Ghost,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x20,Bloodlines,192,Looking Glass / Pettibon,ERAAS,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x20,Bloodlines,192,Little Black Submarines,The Black Keys,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x21,King of the Damned,193,"You, Me, and a Bottle of Whiskey",The Temporary Thing,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x21,King of the Damned,193,"Piano Sonata No. 11 in A Major, K. 300i: III. Rondo Alla Turca - Allegretto",Wolfgang Amadeus Mozart,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x22,Stairway to Heaven,194,Spicy Latino,"Stéphane Huguenin, Yves Sanna and Christian Padovan",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x22,Stairway to Heaven,194,El Pampero,Joe Satory,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x22,Stairway to Heaven,194,Cheek to Cheek,Fred Astaire with Oscar Peterson and the Jazz at the Philharmonic All Stars,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x23,Do You Believe In Miracles?,195,Carry On Wayward Son,Kansas,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x23,Do You Believe In Miracles?,195,Since You Fell in Love,Joe Montgomery,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
9,9x23,Do You Believe In Miracles?,195,Can't Find My Way Home,Blind Faith,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x01,Black,196,Heartbreaker,Pat Benatar,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x01,Black,196,I'm Too Sexy,Jensen Ackles,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x01,Black,196,Honey,"Bonjah (Glenn Mossop, Regan Lethbridge, Dan Chisholm and David Morgan)",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x01,Black,196,Imaginary Lover,Jensen Ackles,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x01,Black,196,"The Good, the Bad and the Ugly",Ennio Morricone,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x01,Black,196,Yes Indeedy,Ryan Cain and the Ables,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x02,Reichenbach,197,Cherry Pie,Warrant,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x02,Reichenbach,197,Love Missile,"Beast (Tony James, Martin Degville and Neal Whitmore)",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x02,Reichenbach,197,Hey There Lonely Girl,Eddie Holman,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x03,Soul Survivor,198,Shot Full of Heartache,Peter Malick and Amyl Justin,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x03,Soul Survivor,198,"Sonata No. 1 in G Major, BWV 1027: IV Allegro Moderato",Peter Seidenberg & Elaine Comparone,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x04,Paper Moon,199,Werewolves of London,Warren Zevon,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x04,Paper Moon,199,Another Round,Kenny Greenberg,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x05,Fan Fiction,200,Sundown,Gordon Lightfoot,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x05,Fan Fiction,200,The Road So Far,Alyssa Lynch,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x05,Fan Fiction,200,I'll Just Wait Here Then,Nina Winkler,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x05,Fan Fiction,200,A Single Man Tear,Alyssa Lynch and Katie Sarife,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x05,Fan Fiction,200,Carry On Wayward Son,"Vivien Elizabeth Armour, Alyssa Lynch, Kelli Ogmundson, Katie Sarife, Rachel Warkentin and Nina Winkler",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x06,Ask Jeeves,201,Für Elise,Ludwig van Beethoven,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x06,Ask Jeeves,201,"Arabeske in C major, Op. 18",Robert Schumann,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x06,Ask Jeeves,201,Bust a Moby,Robert de Fresnes,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x06,Ask Jeeves,201,Travelin' Man,Bob Seger and Muscle Shoals Rhythm Section,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x07,"Girls, Girls, Girls",202,Lay Low Lady,Steve Dudas and Mark Hart,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x07,"Girls, Girls, Girls",202,Toi Et Moi,Pamela Clay,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x07,"Girls, Girls, Girls",202,Danse D'amour,Pamela Clay,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x08,Hibbing 911,203,All I Know (Jive / 43 BPM),Jim Wolfe,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x08,Hibbing 911,203,There's a Rumour,Tim Renwick,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x08,Hibbing 911,203,The Weight,The Band,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
10,10x09,The Things We Left Behind,204,Quiet Village,Martin Denny,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
