season,episode_code,episode_title,overall_episode,song,artist,note,source_url,source_api_url
1,01x01,Pilot,1,Gasoline,Ginger,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,What Cha Gonna Do,Classic,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,Speaking In Tongues,Eagles Of Death Metal,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,Ramblin' Man,The Allman Brothers Band,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,Back In Black,AC/DC,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,A Gift to the World,Loveless,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,She Cheated on a Cheater,Keith Rosier,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x01,Pilot,1,Highway To Hell,AC/DC,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x02,Wendigo,2,Out of My Hands,Dave Matthews Band,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x02,Wendigo,2,Hot Blooded,Foreigner,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x02,Wendigo,2,Down South Jukin,Lynyrd Skynyrd,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x02,Wendigo,2,She Ain't Lonesome,Steve Fister,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x02,Wendigo,2,Fly by Night,Rush,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x03,Dead In The Water,3,What a Way to Go,Jesse Turnbow,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x03,Dead In The Water,3,Late Night Fade,383 Stroker,Netlfix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x03,Dead In The Water,3,Round and Round,Ratt,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x03,Dead In The Water,3,Too Daze Gone,Billy Squier,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x03,Dead In The Water,3,Movin' On,Bad Company,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x04,Phantom Traveler,4,Paranoid,Black Sabbath,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x04,Phantom Traveler,4,Working Man,Rush,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x04,Phantom Traveler,4,Some Kind of Monster,Jensen Ackles,hummed,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x04,Phantom Traveler,4,Load Rage,Blues Saraceno,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x04,Phantom Traveler,4,Riot Time,Powerman 5000,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x05,Bloody Mary,5,"Sugar, We're Goin Down",Fall Out Boy,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x05,Bloody Mary,5,Rock of Ages,Def Leppard,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x05,Bloody Mary,5,"Laugh, I Nearly Died",The Rolling Stones,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x05,Bloody Mary,5,Bones Into Dust,Fred Haring,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x06,Skin,6,In-A-Gadda-Da-Vida,Iron Butterfly,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x06,Skin,6,Good Deal,Mommy and Daddy,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x06,Skin,6,Poison Whiskey,Lynyrd Skynyrd,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x06,Skin,6,"Hey Man, Nice Shot",Filter,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x06,Skin,6,Mary,The Death Riders,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x06,Skin,6,All Right Now,Free,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,Higher Mathematics,Split Habit,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,Bang Your Head (Metal Health),Quiet Riot,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,Noise,Low Five,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,At Rest,Leslie Pearson,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,Royal Bethlehem,Leslie Pearson,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,U Do 2 Me,Paul Richards,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,Peace of Mind,Boston,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x07,Hook Man,7,Dancing on a Wire,Key Grip,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x08,Bugs,8,Rock Of Ages,Def Leppard,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x08,Bugs,8,I Got More Bills Than I Got Pay,Sonny Ellis,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x08,Bugs,8,Poke In Tha Butt,Bernie Marsden,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x08,Bugs,8,Medusa,Bob Reynolds,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x08,Bugs,8,No One Like You,The Scorpions,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x10,Asylum,10,Hey You,Bachman Turner Overdrive,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x11,Scarecrow,11,Puppet,Colepitz,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x11,Scarecrow,11,Lodi,Creedence Clearwater Revival,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x11,Scarecrow,11,Bad Company,Bad Company,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x12,Faith,12,Don't Fear The Reaper,Blue Oyster Cult,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x12,Faith,12,Death in the Valley,The Death Riders,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x13,Route 666,13,Walk Away,The James Gang,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x13,Route 666,13,She Brings Me Love,Bad Company,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x13,Route 666,13,Paradise,Sharif,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x13,Route 666,13,Can't Find My Way Home,Blind Faith,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x13,Route 666,13,Line of Love,The Minors,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x14,Nightmare,14,2+2=?,Bob Seger,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x14,Nightmare,14,Lucifer,Bob Seger,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x15,The Benders,15,Rocky Mountain Way,Joe Walsh,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x15,The Benders,15,Sweet And Lowdown,George Gershwin,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x16,Shadow,16,You Got Your Hooks In Me,Little Charlie And The Nightcats,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x16,Shadow,16,Pictures Of Me,Vue,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x16,Shadow,16,The New World,X,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Fire Of Unknown Origin,Blue Oyster Cult,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Burnin' For You,Blue Oyster Cult,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Slow Death,Zach Tempest,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Anthem,Zach Tempest,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Point Of No Return,Rex Hobart And The Misery Boys,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Fast Train Down,Waco Brothers,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x17,Hell House,17,Jaded Little Love Song,Terramara,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x18,Something Wicked,18,Rock Bottom,UFO,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x18,Something Wicked,18,Road To Nowhere,Ozzy Osbourne,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x18,Something Wicked,18,Another Day of Regrets,Molly,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x19,Provenance,19,Night Time,Steve Carlson Band & Darren Sher,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x19,Provenance,19,"Romantic Piece, No. 1",Antonín Dvořák,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x19,Provenance,19,One More Once,Alan Pasqua,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x19,Provenance,19,Bad Time (To Be In Love),Grand Funk,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x20,Dead Man's Blood,20,The House Is Rockin,"Double Trouble (Stevie Ray Vaughan, Reese Wynans, Hub Braden)",,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x20,Dead Man's Blood,20,Searching For The Truth,Brian Nutter,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x20,Dead Man's Blood,20,Trailer Trash,88 Crash,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x20,Dead Man's Blood,20,Strange Face Of Love,Tito and Tarantula,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x21,Salvation,21,Carry On Wayward Son,Kansas,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x21,Salvation,21,Calling,Soberskin,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x22,Devil's Trap,22,Bad Moon Rising,Creedence Clearwater Revival,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x22,Devil's Trap,22,Won't Fall Down,Steve Fister,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x22,Devil's Trap,22,Fight The Good Fight,Triumph,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x22,Devil's Trap,22,Turn To Stone,Joe Walsh,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
1,01x22,Devil's Trap,22,Backwater Rising,Tom Coerver,Netflix version,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x01,In My Time of Dying,23,Stranglehold,Ted Nugent,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x01,In My Time of Dying,23,Bad Moon Rising,Creedence Clearwater Revival,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x02,Everybody Loves a Clown,24,Time Has Come Today,The Chamber Brothers,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x02,Everybody Loves a Clown,24,Shambala,Three Dog Night,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x02,Everybody Loves a Clown,24,Mississippi Mudd,Tim Phillips And Stephen Phillips,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x02,Everybody Loves a Clown,24,Do That To Me One More Time,Captain and Tennille,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x03,Bloodlust,25,Wheel In The Sky,Journey,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x03,Bloodlust,25,Back In Black,AC/DC,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x03,Bloodlust,25,Time And Time Again,Long John Hunter,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x03,Bloodlust,25,Golden Rule,Lil' Ed And The Blues Imperials,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x03,Bloodlust,25,Funny Car Graveyard,Lee Rocker,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x04,Children Shouldn't Play With Dead Things,26,Sad Girl,Supergrass,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x05,Simon Said,27,Stonehenge,Spinal Tap,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x05,Simon Said,27,Women's Wear,Daniel May,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x05,Simon Said,27,Tired Of Crying,Lil' Ed And The Blues Imperials,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x05,Simon Said,27,Can't Fight This Feeling,REO Speedwagon,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x05,Simon Said,27,Fell On Black Days,Soundgarden,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x05,Simon Said,27,Uncle John,Eric Lindell,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x06,No Exit,28,Surrender,Cheap Trick,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x06,No Exit,28,Cold As Ice,Foreigner,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x08,Crossroad Blues,30,Hell Hound on My Trail,Robert Johnson,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x08,Crossroad Blues,30,Crossroad Blues,Robert Johnson,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x08,Crossroad Blues,30,Downhearted Blues,Son House,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x08,Crossroad Blues,30,Key To The Highway,Big Bill Broonzy,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x08,Crossroad Blues,30,Chaos Surrounds You,Brian Tichy,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x08,Crossroad Blues,30,Hair Of The Dog,Nazareth,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x10,Hunted,32,White Rabbit,Jefferson Airplane,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x10,Hunted,32,Lonesome Stranger,Carey Bell,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x10,Hunted,32,Supermassive Black Hole,Muse,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
2,02x10,Hunted,32,Swamp Thing,Tim Phillips & Stephen Phillips,,https://supernatural.fandom.com/wiki/Supernatural_Music,https://supernatural.fandom.com/api.php?action=query&format=json&prop=revisions&rvprop=content&rvslots=main&titles=Supernatural_Music
